endTime,artistName,trackName,msPlayed
2023-11-05 16:35,Sabrina Carpenter,Feather - Spotify Singles,152587
2023-11-05 16:35,Sabrina Carpenter,Lonesome,952
2023-11-05 16:35,Sabrina Carpenter,things i wish you said,441
2023-11-05 16:35,Sabrina Carpenter,I Knew You Were Trouble - Spotify Singles,882
2023-11-05 16:38,Sabrina Carpenter,Lonesome,179699
2023-11-05 16:41,Sabrina Carpenter,things i wish you said,162748
2023-11-05 16:44,Sabrina Carpenter,Nonsense - Sped Up Version,15863
2023-11-05 16:44,Sabrina Carpenter,Nonsense,163648
2023-11-05 16:47,Sabrina Carpenter,because i liked a boy,196458
2023-11-05 16:50,Sabrina Carpenter,Vicious,13378
2023-11-05 16:50,Sabrina Carpenter,emails i can’t send,52778
2023-11-05 16:54,Sabrina Carpenter,Read your Mind,207849
2023-11-05 16:59,Sabrina Carpenter,Tornado Warnings,90219
2023-11-05 17:02,Sabrina Carpenter,how many things,23391
2023-11-05 17:02,Sabrina Carpenter,Already Over,170827
2023-11-05 17:06,Frank Sinatra,My Way - 2008 Remastered,266901
2023-11-05 17:09,Luis Miguel,La bikina - En vivo,140522
2023-11-05 18:17,Sabrina Carpenter,Feather,917
2023-11-05 18:17,Sabrina Carpenter,things i wish you said,533
2023-11-05 18:17,Sabrina Carpenter,Shadows,2965
2023-11-05 18:20,Sabrina Carpenter,opposite,168170
2023-11-05 18:24,Sabrina Carpenter,Smoke and Fire,225010
2023-11-05 18:28,Sabrina Carpenter,Skin - Quarterhead Remix,3413
2023-11-05 18:28,Sabrina Carpenter,Too Young,231866
2023-11-05 18:28,Sabrina Carpenter,On Purpose,43114
2023-11-05 18:46,Sabrina Carpenter,Pushing 20,62570
2023-11-05 18:47,Sabrina Carpenter,In My Bed,11818
2023-11-05 18:51,Laura Pausini,En cambio no,237440
2023-11-05 18:54,Mijares,No Se Murió El Amor,228880
2023-11-05 19:25,Shakira,Antologia,164146
2023-11-05 19:28,Ricardo Montaner,Me Va A Extranar,206037
2023-11-05 19:49,Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),613026
2023-11-05 19:52,Noah Kahan,Stick Season,182346
2023-11-05 19:56,Olivia Rodrigo,deja vu,215506
2023-11-05 19:59,Sabrina Carpenter,Feather,185552
2023-11-05 20:01,Marshmello,Leave Before You Love Me (with Jonas Brothers),154983
2023-11-05 20:04,Niall Horan,Heaven,186043
2023-11-05 20:07,Taylor Swift,Cruel Summer,178426
2023-11-05 20:11,Miley Cyrus,Angels Like You,196453
2023-11-05 20:14,Lorde,Perfect Places,221874
2023-11-05 20:17,Sabrina Carpenter,Nonsense,163648
2023-11-05 20:20,Harry Styles,As It Was,167303
2023-11-05 20:23,5 Seconds of Summer,She Looks So Perfect,202496
2023-11-05 20:36,Calum Scott,You Are The Reason,180274
2023-11-05 20:40,Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),229477
2023-11-05 20:44,Taylor Swift,Blank Space,231826
2023-11-05 20:48,Taylor Swift,Style,231000
2023-11-05 20:51,Taylor Swift,Anti-Hero,200690
2023-11-05 20:54,Taylor Swift,Now That We Don't Talk (Taylor's Version) (From The Vault),146436
2023-11-05 20:57,Taylor Swift,"""Slut!"" (Taylor's Version) (From The Vault)",180381
2023-11-05 21:17,Olivia Rodrigo,vampire,7926
2023-11-05 21:17,Sabrina Carpenter,Nonsense,163648
2023-11-05 23:30,Sabrina Carpenter,Feather,185552
2023-11-05 23:30,Troye Sivan,One Of Your Girls,26235
2023-11-05 23:34,The 1975,I'm In Love With You,14122
2023-11-05 23:34,Dua Lipa,Dance The Night - From Barbie The Album,9126
2023-11-05 23:34,Miley Cyrus,Angels Like You,196453
2023-11-05 23:37,Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),77183
2023-11-05 23:41,Frank Sinatra,My Way - 2008 Remastered,276253
2023-11-05 23:43,Bee Gees,Stayin' Alive - Edited Version,92866
2023-11-05 23:46,Stevie Wonder,For Once In My Life,169800
2023-11-05 23:48,Creedence Clearwater Revival,Have You Ever Seen The Rain,160133
2023-11-05 23:51,Four Tops,"I Can't Help Myself (Sugar Pie, Honey Bunch)",160280
2023-11-05 23:55,Queen,Under Pressure - Remastered 2011,248440
2023-11-06 00:00,Foreigner,I Want to Know What Love Is - 1999 Remaster,304786
2023-11-06 00:11,Frank Sinatra,Somethin' Stupid,44932
2023-11-06 00:11,Bee Gees,More Than A Woman,1088
2023-11-06 00:18,Stevie Wonder,Isn't She Lovely,394266
2023-11-06 00:21,Frankie Valli & The Four Seasons,"December, 1963 (Oh What a Night!)",197146
2023-11-06 00:23,Marvin Gaye,Ain't No Mountain High Enough,127437
2023-11-06 01:47,Sabrina Carpenter,Nonsense,163648
2023-11-06 01:51,Olivia Rodrigo,vampire,219724
2023-11-06 01:56,Sabrina Carpenter,Feather,183142
2023-11-06 12:11,Niall Horan,"Fool's Gold - Recorded At RAK Studios, London",204294
2023-11-06 12:14,Mark Diamond,Anna,184638
2023-11-06 12:17,LÉON,Falling Apart,195037
2023-11-06 12:21,Juke Ross,Drifting Apart,209293
2023-11-06 12:24,Kathleen Regan,Halfway There,181609
2023-11-06 12:25,Charli Adams,Seventeen Again (feat. Novo Amor),11215
2023-11-06 12:25,Arlo Parks,Eugene,53963
2023-11-06 12:28,Jack Johnson,Better Together,207680
2023-11-06 12:32,Five For Fighting,Superman (It's Not Easy),221693
2023-11-06 12:36,Taylor Swift,Everything Has Changed,243933
2023-11-06 12:40,Michael Bublé,Haven't Met You Yet,244586
2023-11-06 12:44,Daniel Powter,Bad Day,233640
2023-11-06 12:48,Sara Bareilles,Love Song,118629
2023-11-06 12:52,Ed Sheeran,The A Team,258373
2023-11-06 12:56,Jonas Brothers,When You Look Me In The Eyes,249693
2023-11-06 13:05,Taylor Swift,august,150808
2023-11-06 13:05,U2,With Or Without You,134149
2023-11-06 13:08,Plain White T's,Hey There Delilah,162609
2023-11-06 13:09,Andy Grammer,Keep Your Head Up (Album Version),1648
2023-11-06 13:09,John Mayer,New Light,3436
2023-11-06 13:09,Tracy Chapman,Fast Car,41633
2023-11-06 13:12,Post Malone,Circles,215280
2023-11-06 13:14,Billie Eilish,Ocean Eyes - Blackbear Remix,74887
2023-11-06 13:19,Coldplay,Clocks,189273
2023-11-06 13:22,Neon Trees,Everybody Talks,177280
2023-11-06 13:26,Maroon 5,Sunday Morning,244880
2023-11-06 13:30,Five For Fighting,100 Years,244600
2023-11-06 13:34,Coldplay,A Head Full of Dreams,223773
2023-11-06 13:37,John Mayer,Your Body Is a Wonderland,189962
2023-11-06 13:41,Olivia Rodrigo,drivers license,242013
2023-11-06 13:42,Marshmello,Leave Before You Love Me (with Jonas Brothers),24238
2023-11-06 17:01,Maroon 5,Won't Go Home Without You,167061
2023-11-06 17:05,Quevedo,Columbia,186000
2023-11-06 17:08,Grupo Frontera,un x100to,182908
2023-11-06 17:10,Anuel AA,Amanece,113962
2023-11-06 18:03,Quevedo,PUNTO G,151324
2023-11-06 18:06,Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52",180463
2023-11-06 18:26,Sech,Miss Lonely - Dimelo Flow Remix,240365
2023-11-06 18:28,KAROL G,AMARGURA,170480
2023-11-06 18:29,Beéle,Loco,35471
2023-11-06 18:44,Myke Towers,LALA,6528
2023-11-06 18:44,Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),1344
2023-11-06 18:46,Taylor Swift,Now That We Don't Talk (Taylor's Version) (From The Vault),146436
2023-11-06 18:47,Taylor Swift,Blank Space (Taylor's Version),17500
2023-11-06 18:51,Taylor Swift,Say Don't Go (Taylor's Version) (From The Vault),279833
2023-11-06 18:54,Taylor Swift,Blank Space (Taylor's Version),1855
2023-11-06 18:54,Taylor Swift,Out Of The Woods (Taylor's Version),44013
2023-11-06 18:54,Taylor Swift,Now That We Don't Talk (Taylor's Version) (From The Vault),146436
2023-11-06 18:57,Taylor Swift,"""Slut!"" (Taylor's Version) (From The Vault)",180381
2023-11-06 19:09,Taylor Swift,I Wish You Would (Taylor's Version),1668
2023-11-06 19:54,Taylor Swift,Now That We Don't Talk (Taylor's Version) (From The Vault),133909
2023-11-06 20:55,Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),229477
2023-11-06 21:16,Taylor Swift,Bad Blood (feat. Kendrick Lamar) (Taylor's Version),810
2023-11-06 21:16,Taylor Swift,Blank Space,71676
2023-11-06 21:16,Taylor Swift,I Know Places (Taylor's Version),179946
2023-11-06 21:16,Taylor Swift,All You Had To Do Was Stay (Taylor's Version),1450
2023-11-06 21:19,Taylor Swift,Bad Blood (feat. Kendrick Lamar) (Taylor's Version),199773
2023-11-06 21:22,Taylor Swift,Suburban Legends (Taylor's Version) (From The Vault),171818
2023-11-06 21:25,Taylor Swift,All You Had To Do Was Stay (Taylor's Version),193289
2023-11-06 21:29,Taylor Swift,I Wish You Would (Taylor's Version),207650
2023-11-06 21:33,Taylor Swift,Wonderland (Taylor's Version),245566
2023-11-06 21:37,Taylor Swift,Out Of The Woods (Taylor's Version),235800
2023-11-06 21:41,Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),229477
2023-11-06 21:45,Taylor Swift,Style (Taylor's Version),231000
2023-11-06 21:49,Taylor Swift,How You Get The Girl (Taylor's Version),247533
2023-11-06 21:50,Taylor Swift,Blank Space (Taylor's Version),16310
2023-11-06 21:50,Taylor Swift,Shake It Off (Taylor's Version),789
2023-11-06 21:50,Taylor Swift,Wildest Dreams (Taylor's Version),1685
2023-11-06 21:56,Taylor Swift,I Know Places (Taylor's Version),173183
2023-11-06 21:59,Taylor Swift,New Romantics (Taylor's Version),230177
2023-11-06 22:02,Taylor Swift,Bad Blood (Taylor's Version),1216
2023-11-06 22:02,Taylor Swift,Welcome To New York (Taylor's Version),139711
2023-11-06 22:06,Taylor Swift,Say Don't Go (Taylor's Version) (From The Vault),279833
2023-11-06 22:11,Taylor Swift,You Are In Love (Taylor's Version),267389
2023-11-06 22:13,Taylor Swift,This Love (Taylor’s Version),127297
2023-11-06 22:19,Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),370629
2023-11-06 22:23,Chris Brown,Turn Up the Music,227973
2023-11-06 22:28,Lady Gaga,Bad Romance,294573
2023-11-06 22:32,USHER,DJ Got Us Fallin' In Love (feat. Pitbull),220800
2023-11-06 22:36,Flo Rida,Club Can't Handle Me (feat. David Guetta),234560
2023-11-06 22:40,Pitbull,Feel This Moment (feat. Christina Aguilera),229506
2023-11-06 22:44,Jennifer Lopez,On The Floor - Radio Edit,28970
2023-11-06 22:44,USHER,Yeah! (feat. Lil Jon & Ludacris),208077
2023-11-06 22:48,DJ Snake,Turn Down for What,6660
2023-11-06 22:48,Sean Kingston,Fire Burning,239986
2023-11-06 22:52,Jay Sean,Do You Remember,210800
2023-11-06 22:55,Taio Cruz,Dynamite,201500
2023-11-06 22:55,Rihanna,Pon de Replay,15061
2023-11-06 23:00,Sabrina Carpenter,Feather,185552
2023-11-06 23:01,Sabrina Carpenter,Too Young,1173
2023-11-06 23:01,Sabrina Carpenter,Already Over,746
2023-11-06 23:01,Sabrina Carpenter,I'm Fakin,320
2023-11-06 23:01,Sabrina Carpenter,Skin,1194
2023-11-06 23:01,Sabrina Carpenter,prfct,298
2023-11-06 23:01,Sabrina Carpenter,Shadows,48422
2023-11-06 23:02,Sabrina Carpenter,Nonsense - Sped Up Version,2197
2023-11-06 23:02,Sabrina Carpenter,because i liked a boy,64810
2023-11-06 23:02,Sabrina Carpenter,things i wish you said,341
2023-11-06 23:02,Sabrina Carpenter,things i wish you said,1429
2023-11-06 23:02,Sabrina Carpenter,Can't Blame a Girl for Trying,447
2023-11-06 23:02,Sabrina Carpenter,Can't Blame a Girl for Trying,85
2023-11-06 23:04,Sabrina Carpenter,Vicious,149890
2023-11-06 23:05,Sabrina Carpenter,Lonesome,960
2023-11-06 23:05,Sabrina Carpenter,Looking at Me,725
2023-11-06 23:05,Sabrina Carpenter,Looking at Me,1877
2023-11-06 23:05,Fin Argus,Clouds (with Sabrina Carpenter),9865
2023-11-06 23:07,Charlie Puth,That’s Not How This Works (feat. Dan + Shay & Sabrina Carpenter) - Sabrina’s Version,64
2023-11-06 23:07,Sabrina Carpenter,Lonesome,126911
2023-11-06 23:07,Alan Walker,On My Way,1066
2023-11-06 23:23,Sabrina Carpenter,Lonesome,789
2023-11-06 23:23,Alan Walker,On My Way,89109
2023-11-06 23:27,Taylor Swift,Say Don't Go (Taylor's Version) (From The Vault),261921
2023-11-06 23:31,KIDS SEE GHOSTS,Reborn,1578
2023-11-06 23:31,Dirty South,City Of Dreams - Radio Edit,196069
2023-11-06 23:34,Post Malone,Better Now,231266
2023-11-06 23:35,Plain White T's,Hey There Delilah,51261
2023-11-06 23:37,KYLE,iSpy (feat. Lil Yachty),650
2023-11-06 23:37,Carlitos Rossy,Quien Dijo Amigos?,106184
2023-11-06 23:37,NF,Let You Down,1114
2023-11-06 23:39,NF,Let You Down,133189
2023-11-06 23:43,Khalid,Young Dumb & Broke,202546
2023-11-06 23:46,KIDS SEE GHOSTS,Reborn,179594
2023-11-06 23:49,Tommy Boysen,Hookah & Sheridan's,195199
2023-11-06 23:54,Coldplay,Hymn for the Weekend - Seeb Remix,1462
2023-11-06 23:54,Kanye West,Ghost Town,104093
2023-11-06 23:54,OneRepublic,No Vacancy (with Sebastián Yatra),1648
2023-11-06 23:55,Katy Perry,The One That Got Away - Acoustic,39659
2023-11-06 23:57,Sleeping At Last,Already Gone,70472
2023-11-07 00:00,James Bay,If You Ever Want To Be In Love,238973
2023-11-07 00:04,Lord Huron,The Night We Met,208211
2023-11-07 00:08,Sam Smith,"Fire On Fire - From ""Watership Down""",246735
2023-11-07 00:12,Daniel Caesar,Best Part (feat. H.E.R.),209400
2023-11-07 00:16,Ed Sheeran,Perfect,263400
2023-11-07 00:20,Shawn Mendes,Imagination,217773
2023-11-07 00:42,One Direction,Little Things,126493
2023-11-07 00:42,Gonza Silva,Árboles de Pera (Quisiera),6890
2023-11-07 00:46,Ed Sheeran,Photograph,258986
2023-11-07 00:51,Coldplay,The Scientist,309600
2023-11-07 00:54,Adele,All I Ask,155859
2023-11-07 00:58,Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend),225053
2023-11-07 00:59,Olivia Rodrigo,drivers license,92908
2023-11-07 00:59,Hozier,Work Song,1834
2023-11-07 01:03,Maroon 5,Won't Go Home Without You,231173
2023-11-07 01:07,Miley Cyrus,Angels Like You,196453
2023-11-07 01:10,5 Seconds of Summer,She Looks So Perfect,202496
2023-11-07 01:55,Ashe,Till Forever Falls Apart,10130
2023-11-07 01:56,Cheat Codes,Sex,24035
2023-11-07 02:19,Taylor Swift,This Love (Taylor’s Version),220458
2023-11-07 12:37,Taylor Swift,Blank Space (Taylor's Version),1344
2023-11-07 12:37,Taylor Swift,All You Had To Do Was Stay (Taylor's Version),789
2023-11-07 12:41,John Smith,Far Too Good,219333
2023-11-07 12:46,Ziggy Alberts,heartbeat,132657
2023-11-07 12:55,The Brook & The Bluff,Misnomer,18057
2023-11-07 12:55,Noah Gundersen,Atlantis,319053
2023-11-07 12:58,Noah Kahan,She Calls Me Back (with Kacey Musgraves),203662
2023-11-07 13:02,Daulton Hopkins,I Melt with You,217344
2023-11-07 13:05,gnash,Palm Trees,167592
2023-11-07 13:08,Rhys Lewis,Under The Sun - Acoustic,190960
2023-11-07 13:09,Matt Nathanson,German Cars,18869
2023-11-07 13:13,Sir Woman,Highroad,230656
2023-11-07 13:16,Brandi Carlile,Right on Time - In Harmony,187026
2023-11-07 13:20,Joy Williams,The Trouble with Wanting,235586
2023-11-07 13:24,Kelsea Ballerini,Lost In Japan - Recorded at Sound Stage Studios Nashville,199914
2023-11-07 13:27,Meghan Trainor,Normal - Recorded at Sound Stage Studios Nashville,211879
2023-11-07 13:31,Julia Church,Cups and Balloons,244500
2023-11-07 13:35,Noah Kahan,Godlight,247050
2023-11-07 13:39,Jonah Baker,Mirrors - Acoustic,224170
2023-11-07 13:59,Wrabel,hurts like hell - piano version,121411
2023-11-07 14:37,Sabrina Carpenter,Feather,278272
2023-11-07 15:07,Myke Towers,La Playa,255552
2023-11-07 15:10,Quevedo,Columbia,186000
2023-11-07 15:13,Manuel Turizo,Culpables,618
2023-11-07 15:13,Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52",19285
2023-11-07 15:13,Lola Club,Perderme en Ti,213
2023-11-07 15:13,Prince Royce,Carita de Inocente (feat. Myke Towers) - Remix,1468
2023-11-07 15:17,Manuel Turizo,Culpables,102741
2023-11-07 15:20,Lola Club,Perderme en Ti,194397
2023-11-07 15:21,Nil Moliner,Soldadito de Hierro (feat. Dani Fernández),58606
2023-11-07 15:25,Reik,Ya Me Enteré,204173
2023-11-07 15:29,Caztro,Ese No Sé Qué,195080
2023-11-07 15:36,Sebastian Yatra,Como Mirarte,21313
2023-11-07 15:39,Billy Ocean,Love Really Hurts Without You,179013
2023-11-07 15:42,Jean Knight,Mr. Big Stuff,164560
2023-11-07 15:46,Bill Withers,Lovely Day,1671
2023-11-07 15:46,Gladys Knight & The Pips,Midnight Train to Georgia,262674
2023-11-07 15:49,The Jackson 5,I Want You Back,176333
2023-11-07 15:50,Carl Carlton,Everlasting Love,20350
2023-11-07 15:52,Stevie Wonder,For Once In My Life,169800
2023-11-07 15:55,The Temptations,My Girl,165000
2023-11-07 15:58,The O'Jays,Now That We Found Love,1323
2023-11-07 15:58,Four Tops,"I Can't Help Myself (Sugar Pie, Honey Bunch)",160280
2023-11-07 15:58,Martha Reeves & The Vandellas,Dancing In The Street,2974
2023-11-07 16:01,Marvin Gaye,Ain't No Mountain High Enough,151666
2023-11-07 16:04,The Emotions,Best of My Love,220560
2023-11-07 16:07,The Foundations,Build Me Up Buttercup (Mono),180133
2023-11-07 16:10,Frankie Valli & The Four Seasons,"December, 1963 (Oh What a Night!)",197146
2023-11-07 16:12,The Spinners,"Working My Way Back to You / Forgive Me, Girl",1044
2023-11-07 16:12,Rose Royce,Car Wash - Long Version,86176
2023-11-07 16:12,The O'Jays,Love Train,4829
2023-11-07 16:12,Stevie Wonder,Sir Duke,7476
2023-11-07 16:15,Bad Bunny,Enséñame a Bailar,176000
2023-11-07 16:17,Polimá Westcoast,ULTRA SOLO,92201
2023-11-07 16:21,Bad Bunny,Ojitos Lindos,258298
2023-11-07 16:22,KAROL G,S91,80630
2023-11-07 16:50,Bad Bunny,LA NOCHE DE ANOCHE,191378
2023-11-07 16:54,Danny Ocean,Dembow,215082
2023-11-07 17:31,J Balvin,LA CANCIÓN,1045
2023-11-07 17:31,Jhayco,Holanda,178401
2023-11-07 17:35,Taylor Swift,Sparks Fly (Taylor’s Version),261230
2023-11-07 17:42,Taylor Swift,I Knew You Were Trouble (Taylor's Version),132829
2023-11-07 17:45,Nicky Jam,X,172854
2023-11-07 17:48,Anuel AA,China,163861
2023-11-07 17:52,Miley Cyrus,Midnight Sky,223280
2023-11-07 17:55,RENEE,Nunca Tristes (Me Vale Madre),204426
2023-11-07 17:58,Marshmello,Numb,155588
2023-11-07 18:01,Lady Gaga,Rain On Me (with Ariana Grande),182200
2023-11-07 18:05,Sia,Elastic Heart,257200
2023-11-07 18:08,Aitana,miamor,159360
2023-11-07 18:12,Jennifer Lopez,On The Floor - Radio Edit,230906
2023-11-07 18:15,Meghan Trainor,Lips Are Movin,182666
2023-11-07 18:17,Tate McRae,greedy,131872
2023-11-07 18:20,Zara Larsson,Ain't My Fault - R3hab Remix,158772
2023-11-07 18:24,The Weeknd,The Hills,242253
2023-11-07 18:28,Beyoncé,Crazy In Love (feat. Jay-Z),236133
2023-11-07 18:31,Axwell /\ Ingrosso,More Than You Know,203000
2023-11-07 18:32,Belén Aguilera,ANTAGONISTA,16644
2023-11-07 18:35,David Guetta,Play Hard (feat. Ne-Yo & Akon),201000
2023-11-07 18:38,Tiësto,Ritual,198995
2023-11-07 18:40,Kenia OS,Shillin',78598
2023-11-07 18:42,Kenia OS,Botellita,144234
2023-11-07 18:45,Nicki Minaj,Super Bass,200013
2023-11-07 18:48,Marshmello,El Merengue,189668
2023-11-07 18:52,Swedish House Mafia,Don't You Worry Child - Radio Edit,212862
2023-11-07 18:56,Miley Cyrus,Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),220636
2023-11-07 18:59,Marshmello,Esta Vida,209135
2023-11-07 19:03,Calvin Harris,I Need Your Love (feat. Ellie Goulding),234506
2023-11-07 19:06,CNCO,Plutón,2880
2023-11-07 19:06,Ava Max,Weapons,1109
2023-11-07 19:06,Demi Lovato,Cool for the Summer - Rock Version,64939
2023-11-07 19:07,Dua Lipa,Break My Heart,8320
2023-11-07 19:07,Sia,Unstoppable,832
2023-11-07 19:10,David Guetta,Let's Love,200645
2023-11-07 19:20,Alesso,When I’m Gone (with Katy Perry),50737
2023-11-07 19:21,Lizzo,About Damn Time,11370
2023-11-07 19:21,Miley Cyrus,Prisoner (feat. Dua Lipa),67733
2023-11-07 19:24,"Parks, Squares and Alleys",We're Not Just Friends,140138
2023-11-07 19:24,Jesse®,Bloom Later,1088
2023-11-07 19:35,Tim Atlas,Dive,34154
2023-11-07 19:39,Rihanna,Love On The Brain,224000
2023-11-07 20:10,Foster The People,III,14753
2023-11-07 20:14,Gorillaz,On Melancholy Hill,233866
2023-11-07 20:18,Hozier,Jackie and Wilson,223120
2023-11-07 20:19,flor,back again,87686
2023-11-07 20:21,The 1975,Loving Someone,1973
2023-11-07 20:21,Imagine Dragons,Bones,580
2023-11-07 20:21,Llane,Alcancía,998
2023-11-07 20:21,Foster The People,I Would Do Anything for You,7546
2023-11-07 20:21,Hippo Campus,Epitaph,1184
2023-11-07 20:21,Arctic Monkeys,Only Ones Who Know,92531
2023-11-07 20:21,Young the Giant,Art Exhibit,812
2023-11-07 20:24,Kobi Cantillo,Sigue Creyendo,208468
2023-11-07 20:27,Micro TDH,NEGRO MATE,171661
2023-11-07 21:33,DEKKO,12x3,554
2023-11-07 21:33,Marc Seguí,Tiroteo - Remix,221497
2023-11-07 21:38,Marc Seguí,Tiroteo - Remix,321555
2023-11-07 21:41,DEKKO,12x3,159200
2023-11-07 21:44,Daddy Yankee,X ÚLTIMA VEZ,192477
2023-11-07 21:48,Mario Bautista,OMAYE,208692
2023-11-07 21:51,Sofía Reyes,Marte,218800
2023-11-07 21:52,KHEA,Ayer Me Llamó Mi Ex (Remix),28016
2023-11-07 21:55,Manuel Turizo,De 100 a 0,184737
2023-11-07 21:58,Venesti,No Es Normal,181894
2023-11-07 22:01,MYA,2:50,185142
2023-11-07 22:05,Piso 21,Mató Mi Corazón - Parte II,224307
2023-11-07 22:08,Kobi Cantillo,Hechizo,163911
2023-11-07 22:10,DEKKO,Cocoloco,175386
2023-11-07 22:13,DEKKO,Kelede,159306
2023-11-07 22:16,Llane,Alcancía,198542
2023-11-07 22:19,Morat,París,182187
2023-11-07 22:21,Beéle,Loco,68582
2023-11-08 00:18,The Jackson 5,ABC,696
2023-11-08 00:18,Aretha Franklin,I Say a Little Prayer - 2018 Mono Remaster,394
2023-11-08 00:22,Michael Jackson,Remember the Time,239226
2023-11-08 00:26,The Jackson 5,Who's Loving You,240240
2023-11-08 00:30,Elton John,Don't Go Breaking My Heart,859
2023-11-08 00:30,The Killers,Mr. Brightside,882
2023-11-08 00:30,John Cafferty,"Hearts On Fire - From ""Rocky IV"" Soundtrack",237146
2023-11-08 00:30,The Jackson 5,I Want You Back,812
2023-11-08 00:30,Alanis Morissette,Ironic,1439
2023-11-08 00:30,Blue Swede,Hooked On A Feeling,139
2023-11-08 00:35,Elton John,Don't Go Breaking My Heart,275440
2023-11-08 00:38,Blue Swede,Hooked On A Feeling,172866
2023-11-08 00:43,Michael Jackson,The Way You Make Me Feel,297400
2023-11-08 00:48,Electric Light Orchestra,Mr. Blue Sky,303373
2023-11-08 00:52,Dexys Midnight Runners,Come On Eileen,287306
2023-11-08 00:56,Fine Young Cannibals,Suspicious Minds,237466
2023-11-08 01:00,Daya,Hide Away,191368
2023-11-08 01:03,The Foundations,Build Me Up Buttercup (Mono),180133
2023-11-08 01:05,Elvis Presley,Burning Love,170293
2023-11-08 01:07,Lizzo,Juice,112055
2023-11-08 01:07,MKTO,Classic,882
2023-11-08 01:11,Phillip Phillips,"Gone, Gone, Gone",97918
2023-11-08 01:15,The Monkees,I'm a Believer - 2006 Remaster,38846
2023-11-08 01:19,4 Non Blondes,What's Up?,1509
2023-11-08 01:19,a-ha,Take on Me,1137
2023-11-08 01:19,Rupert Holmes,Escape (The Pina Colada Song),262687
2023-11-08 01:19,Aerosmith,Dream On,835
2023-11-08 01:23,Queen,Don't Stop Me Now - Remastered 2011,209413
2023-11-08 01:26,CeeLo Green,Forget You,208394
2023-11-08 01:29,Redbone,Come and Get Your Love - Single Version,205933
2023-11-08 01:34,Beyoncé,Love On Top,267413
2023-11-08 01:36,Marvin Gaye,Ain't No Mountain High Enough,147266
2023-11-08 01:38,Journey,Any Way You Want It,18803
2023-11-08 01:42,Vanessa Carlton,A Thousand Miles,8106
2023-11-08 01:42,The Foundations,Build Me Up Buttercup (Mono),9877
2023-11-08 01:46,U2,Beautiful Day,246400
2023-11-08 03:12,Journey,Don't Stop Believin',512
2023-11-08 03:12,Harry Styles,Watermelon Sugar,164854
2023-11-08 03:12,Stevie Wonder,"Signed, Sealed, Delivered (I'm Yours)",960
2023-11-08 03:20,The Romantics,What I Like About You,165077
2023-11-08 03:24,Queen,Somebody To Love - Remastered 2011,205909
2023-11-08 12:27,Ilsey,No California (Acoustic),4181
2023-11-08 12:27,Rhys Lewis,What If,1834
2023-11-08 12:30,Niall Horan,"Fool's Gold - Recorded At RAK Studios, London",204294
2023-11-08 12:33,Birdtalker,Better Days,1834
2023-11-08 12:33,Hollow Coves,The Open Road,1486
2023-11-08 12:33,Kelsea Ballerini,Lost In Japan - Recorded at Sound Stage Studios Nashville,194382
2023-11-08 12:34,Holly Humberstone,Haunted House,9079
2023-11-08 12:34,JP Cooper,everything i wanted,2113
2023-11-08 12:36,Jonah Baker,Mirrors - Acoustic,175310
2023-11-08 12:39,Morat,Someone I Used to Know,175833
2023-11-08 12:42,Morat,Al Aire,169333
2023-11-08 12:46,Morat,Cómo Te Atreves,240560
2023-11-08 12:50,Aitana,Más De Lo Que Aposté,205031
2023-11-08 12:53,Morat,Antes De Los Veinte,213801
2023-11-08 12:56,Morat,Presiento,174379
2023-11-08 13:00,Morat,Mi Suerte,213271
2023-11-08 13:03,Morat,De Cero,187373
2023-11-08 13:07,Morat,Besos En Guerra,231532
2023-11-08 13:10,Antonio José,Lo Que Hará Mi Boca,176197
2023-11-08 13:12,Manuel Carrasco,Hasta Por La Mañana,129455
2023-11-08 13:16,Morat,Causa Perdida,220887
2023-11-08 13:17,Morat,En Coma,68002
2023-11-08 13:20,Morat,Si La Ves,228399
2023-11-08 13:24,Morat,23,187605
2023-11-08 13:28,Alejandro Fernández,Sé Que Te Duele,228146
2023-11-08 13:30,Morat,Bajo La Mesa,157080
2023-11-08 13:33,Hombres G,El ataque de las chicas cocodrilo,152053
2023-11-08 13:36,Morat,Demasiado Lejos,179123
2023-11-08 13:39,Morat,Segundos Platos,184666
2023-11-08 13:53,Reik,La Bella y la Bestia,766
2023-11-08 13:53,Morat,Mi Nuevo Vicio,178224
2023-11-08 13:53,TINI,Consejo de Amor (feat. Morat),998
2023-11-08 14:04,Morat,Feo,13026
2023-11-08 14:08,Gorillaz,On Melancholy Hill,233866
2023-11-08 14:11,Imagine Dragons,Bones,165264
2023-11-08 14:14,Hozier,Like Real People Do,198026
2023-11-08 14:15,The 1975,Somebody Else,52568
2023-11-08 14:19,OneRepublic,Secrets,224693
